date,home_team,away_team,home_score,away_score,home_elo,away_elo,home_ema_gf,away_ema_gf,home_ema_ga,away_ema_ga,home_ema_offense_rating,away_ema_offense_rating,Elo_Diff,Rest_Diff,Form_Offense_Diff,Form_Defense_Diff,Elite_Offense_Diff,Match_Outcome
2010-05-24,Argentina,Canada,5,0,1993,1599,1.6315698817516828,1.3560916500336333,0.6679899447694598,1.9318670856257047,1.8162042778078404,1.5991021250775834,394,-11.0,0.2754782317180495,-1.2638771408562448,0.21710215273025701,2.0
2010-05-24,England,Mexico,3,1,1924,1845,2.039767109462283,1.5206550383179305,1.2258013994867345,0.6438813742718614,2.540094107033072,1.6833497844805654,79,16.0,0.5191120711443526,0.5819200252148731,0.8567443225525067,2.0
2010-05-25,United States,Czechia,2,4,1767,1740,1.2879971290846521,1.3281765959386789,2.0108323039918483,1.3371287313770774,1.558864290399949,1.5573820194046437,27,27.0,-0.040179466854026735,0.6737035726147709,0.0014822709953052904,0.0
2010-05-26,Netherlands,Mexico,2,1,2104,1845,1.4630179480477083,1.425990485796553,0.5221531851302752,1.0722665794019421,1.7265291743094042,1.610498308437494,259,28.0,0.037027462251155274,-0.550113394271667,0.11603086587191025,2.0
2010-05-27,South Africa,Colombia,2,1,1606,1763,0.649556449928847,1.2417077518810125,1.1382612296540582,0.8280680764786713,0.7824945127076568,1.4599546166739803,-157,0.0,-0.5921513019521655,0.31019315317538687,-0.6774601039663235,2.0
2010-05-29,Sweden,Bosnia and Herzegovina,4,2,1812,1628,0.923523535092207,1.1529314763589413,1.046790035494949,1.689405406920463,1.1002673751618564,1.3624256848073266,184,0.0,-0.22940794126673436,-0.6426153714255138,-0.26215830964547027,2.0
2010-05-29,Spain,Saudi Arabia,3,2,2115,1659,2.9433663513769113,1.1053585246524156,0.7745951667668587,0.5980923362751678,3.2442328362342985,1.1415769759002548,456,22.0,1.8380078267244957,0.1765028304916909,2.1026558603340435,2.0
2010-05-29,United States,Turkey,2,1,1767,1777,1.4174522057666301,1.1136942183659189,2.3724991836337774,1.3651985298946532,1.6972526111169608,1.286493010187318,-10,-3.0,0.30375798740071125,1.0073006537391243,0.4107596009296428,2.0
2010-05-30,England,Japan,2,1,1924,1785,2.2143557507956215,1.102358173922628,1.1847464013336517,1.5064808936211591,2.749168915334913,1.223149610068227,139,0.0,1.1119975768729935,-0.3217344922875074,1.5260193052666857,2.0
2010-05-30,Tunisia,France,1,1,1574,1802,0.8047176903469233,1.138799755664958,0.904176626263978,1.2432052189361904,0.9163921449226858,1.2656599339380807,-228,0.0,-0.33408206531803475,-0.3390285926722124,-0.3492677890153949,1.0
2010-05-30,Ivory Coast,Paraguay,2,2,1712,1784,1.2665531829220351,0.5339142627405903,1.728154070018607,1.0364342997539657,1.425354852018257,0.6327139889648521,-72,0.0,0.7326389201814448,0.6917197702646414,0.792640863053405,1.0
2010-06-01,Netherlands,Ghana,4,1,2104,1741,1.5606515198557305,0.9875829783103813,0.6090348437317119,1.9106206315334187,1.8598881502170654,1.121533946061715,363,-24.0,0.5730685415453491,-1.3015857878017068,0.7383542041553504,2.0
2010-06-03,Spain,South Korea,1,0,2115,1740,2.953663405632684,1.9032600003026787,0.9973966347963045,0.32098844948911004,3.25764508330044,2.1783318248908943,375,-5.0,1.0504034053300053,0.6764081853071944,1.0793132584095457,2.0
2010-06-03,Germany,Bosnia and Herzegovina,3,1,2067,1628,1.324989513262368,1.3069714886529975,1.0997162575941417,2.1095886737884606,1.5295910906834478,1.5540189218778993,439,25.0,0.01801802460937041,-1.009872416194319,-0.024427831194451466,2.0
2010-06-04,Ivory Coast,Japan,2,0,1712,1785,1.3999231194840764,1.0837475961180152,1.7775865218229667,1.5962116437444374,1.5987050299494097,1.2339708935092941,-73,0.0,0.31617552336606125,0.18137487807852937,0.36473413644011554,2.0
2010-06-05,United States,Australia,3,1,1767,1775,1.5233699927236783,1.2894604127571927,2.1229538629409848,0.8223140932382959,1.8194491132036823,1.4030973529080826,-8,-5.0,0.23390957996648565,1.300639769702689,0.4163517602955997,2.0
2010-06-11,South Africa,Mexico,1,1,1606,1845,0.8950926109242092,1.348537670130281,1.1131227249442783,1.2409453832927377,1.0676178489941945,1.5727107371737958,-239,-1.0,-0.4534450592060717,-0.1278226583484594,-0.5050928881796013,1.0
2010-06-11,France,Uruguay,0,0,1802,1891,1.113563429112017,1.4628323074756004,1.198986075357375,1.1365972363037742,1.2263278132956854,1.7177145769615063,-89,-18.0,-0.34926887836358356,0.06238883905360071,-0.4913867636658209,1.0
2010-06-12,England,United States,1,1,1924,1767,2.1753818239440603,1.7918481886968254,1.1511560138355714,1.918780423556819,2.6820470291773013,2.134094744023415,157,6.0,0.38353363524723494,-0.7676244097212477,0.5479522851538863,1.0
2010-06-13,Germany,Australia,4,0,2067,1775,1.6295370721810087,1.2368309926643588,1.08158601717162,1.2182588973153352,1.8434838234100246,1.362170363841976,292,2.0,0.39270607951664993,-0.13667288014371515,0.4813134595680486,2.0
2010-06-15,Ivory Coast,Portugal,0,0,1712,1898,1.5090386968744058,1.0423429709388021,1.4543573057211583,0.7158724931642161,1.7407725791873245,1.208120631649446,-186,-11.0,0.4666957259356037,0.7384848125569422,0.5326519475378786,1.0
2010-06-16,South Africa,Uruguay,0,3,1606,1891,0.9141667433224513,1.196862655765416,1.0925548902870053,0.9299430835826392,1.09714197188661,1.4054026698227047,-285,0.0,-0.28269591244296477,0.16261180670436604,-0.3082606979360947,0.0
2010-06-16,Switzerland,Spain,1,0,1753,2115,0.9509997387603144,2.5984511086894804,1.7623611635631646,0.8160513996918558,1.1575366043673063,2.8762542428606217,-362,17.0,-1.647451369929166,0.9463097638713088,-1.7187176384933154,2.0
2010-06-17,Argentina,South Korea,4,1,1993,1740,2.2440117345506443,1.557212726524009,0.5465372249373408,0.44444509539200994,2.455076240980861,1.782271491952184,253,10.0,0.6867990080266353,0.10209212954533087,0.672804749028677,2.0
2010-06-17,Mexico,France,2,0,1845,1802,1.2851671846072645,0.911097302903637,1.1971371317540083,0.9809885552260122,1.481429997017083,1.0033590669014516,43,0.0,0.37406988170362754,0.21614857652799602,0.4780709301156314,2.0
2010-06-18,Algeria,England,0,0,1461,1924,1.246144127182271,1.9616753469655959,1.8391316356978014,1.123673013390224,1.391554426191967,2.4085830489901237,-463,24.0,-0.7155312197833248,0.7154586223075774,-1.0170286227981566,1.0
2010-06-19,Netherlands,Japan,1,0,2104,1785,2.004171177610353,0.8867025723375166,0.6801196984433431,1.6696277108671382,2.365849879452918,1.0096125420564857,319,3.0,1.1174686052728364,-0.9895080124237952,1.3562373373964323,2.0
2010-06-19,Australia,Ghana,1,1,1775,1741,1.0119517419004977,0.9898407397664761,1.7240320051214417,2.2905281748396753,1.1145020464644801,1.1726517290933416,34,-12.0,0.022111002134021618,-0.5664961697182336,-0.05814968262886144,1.0
2010-06-20,Brazil,Ivory Coast,3,1,2095,1712,2.2724615614036647,1.2346460302079298,0.8362312018431166,1.1899075071644594,2.7313831398670185,1.4242431018104806,383,25.0,1.0378155311957349,-0.35367630532134275,1.307140038056538,2.0
2010-06-22,Uruguay,Mexico,1,0,1891,1845,1.5247059517260708,1.4151367874810927,0.7608624494576974,0.9794758349456085,1.7338750544099482,1.648927573413855,46,1.0,0.10956916424497809,-0.2186133854879111,0.08494748099609306,2.0
2010-06-22,South Africa,France,2,1,1606,1802,0.747954168578029,0.7454432155721601,1.4393640092851405,1.1662633994456073,0.8976610857796834,0.8209301101219565,-196,1.0,0.002510953005868899,0.2731006098395332,0.07673097565772691,2.0
2010-06-23,Germany,Ghana,1,0,2067,1741,2.060530560690926,0.9916879590886659,0.8849339096049164,2.0558763866585066,2.368911286094068,1.1745939242227652,326,6.0,1.06884260160226,-1.1709424770535901,1.194317361871303,2.0
2010-06-23,United States,Algeria,1,0,1767,1461,1.647875785121871,1.019461878973931,1.7517294309230085,1.5045808523355806,1.9792896329957679,1.1384210374027237,306,6.0,0.6284139061479401,0.2471485785874279,0.8408685955930442,2.0
2010-06-24,New Zealand,Paraguay,0,0,1570,1784,0.6167075499811138,0.8004753406269082,2.0214037612446494,1.2116280862728919,0.6518947807467966,0.9327054240167787,-214,5.0,-0.1837677906457944,0.8097756749717575,-0.28081064326998206,1.0
2010-06-25,Brazil,Portugal,0,0,2095,1898,2.40474127782371,0.8528204971781252,0.8660073470326957,0.5857100326455744,2.857313478369678,0.9884558791685109,197,-5.0,1.5519207806455846,0.28029731438712124,1.8688575992011671,1.0
2010-06-26,Uruguay,South Korea,2,1,1891,1740,1.42930483567526,1.4559013214627958,0.6225237730988041,1.0909096250254746,1.6422613755813769,1.6997978871605286,151,-5.0,-0.026596485787535817,-0.4683858519266705,-0.05753651157915174,2.0
2010-06-26,Ghana,United States,2,1,1741,1767,0.8113745805093745,1.5300801840580909,1.863891965656308,1.4332331605648354,0.9610237210209952,1.7965096938757288,-26,0.0,-0.7187056035487164,0.4306588050914726,-0.8354859728547336,2.0
2010-06-27,Argentina,Mexico,3,1,1993,1845,2.5632823338636213,1.1578391896355362,0.6289850036662793,0.9832075013208996,2.852335113218651,1.3491225599240506,148,5.0,1.405443144228085,-0.3542224976546203,1.5032125532946004,2.0
2010-06-27,Germany,England,4,1,2067,1924,1.8677067385923911,1.6050061587529583,0.7240367652138566,0.9193682887973994,2.149230350736394,1.9706577000505707,143,-5.0,0.26270057983943285,-0.19533152358354278,0.17857265068582318,2.0
2010-06-29,Japan,Paraguay,0,0,1785,1784,0.7254839186012395,0.6549343540809912,1.5478772147950324,0.991332047090982,0.8260466205135735,0.7631226015630389,1,5.0,0.0705495645202483,0.5565451677040504,0.06292401895053457,1.0
2010-06-29,Spain,Portugal,1,0,2115,1898,2.1260046161121053,0.6977584963615581,0.849496658961687,0.47921473866416103,2.353298000098895,0.8087323067990314,217,9.0,1.4282461197505474,0.370281920297526,1.5445656932998633,2.0
2010-07-02,Ghana,Uruguay,1,1,1741,1891,1.0274946447851394,1.5330676230093279,1.7068160828058734,0.6911558343183164,1.2146632260597712,1.7654866158667795,-150,0.0,-0.5055729782241885,1.015660248487557,-0.5508233898070083,1.0
2010-07-02,Netherlands,Brazil,2,1,2104,2095,1.8215940096817824,1.9675155901039423,0.5564611717270921,0.7085514654505358,2.1520583011977528,2.3378019358465876,9,6.0,-0.14592158042215986,-0.15209029372344374,-0.1857436346488348,2.0
2010-07-03,Spain,Paraguay,1,0,2115,1784,1.921276207529152,0.535855370220396,0.6950424972316369,0.8110898409821239,2.1554859559613946,0.6243730255346251,331,0.0,1.385420837308756,-0.11604734375048698,1.5311129304267694,2.0
2010-07-03,Germany,Argentina,4,0,2067,1993,2.2553965603234563,2.6426855470268893,0.7742119166505501,0.6964422766941485,2.691309873635835,3.0046378220898635,74,0.0,-0.38728898670343304,0.07776963995640163,-0.31332794845402834,2.0
2010-07-06,Netherlands,Uruguay,3,2,2104,1891,1.8540315482569087,1.4361462139398218,0.6371048083337243,0.747309332352544,2.268654069955631,1.655519326203051,213,0.0,0.41788533431708696,-0.11020452401881975,0.6131347437525798,2.0
2010-07-07,Spain,Germany,1,0,2115,2067,1.7537712439986106,2.5725972779914144,0.5686709843243335,0.6334460726750439,1.9798216345606605,3.1682839747546385,48,0.0,-0.8188260339928037,-0.06477508835071044,-1.188462340193978,2.0
2010-07-10,Germany,Uruguay,3,2,2067,1891,2.104852207030801,1.5386651040962507,0.7000922571417272,1.1568895335012055,2.5922322058776883,1.8645764591185905,176,-1.0,0.5661871029345504,-0.4567972763594783,0.7276557467590978,2.0
2010-07-11,Spain,Netherlands,1,0,2115,2104,1.6167217940109555,2.062389899441915,0.46527615963965513,0.8849044703066355,1.8703994130791495,2.543808470826759,11,-1.0,-0.4456681054309597,-0.4196283106669804,-0.6734090577476097,2.0
2010-08-10,Bosnia and Herzegovina,Qatar,1,1,1628,1520,1.251150321296869,1.4150102305129677,2.2715053386694524,1.5560858890003233,1.5220107971523535,1.5681946371359776,108,0.0,-0.1638599092160986,0.7154194496691291,-0.046183839983624075,1.0
2010-08-10,United States,Brazil,0,2,1767,2095,1.4337019662518227,1.7916036643530846,1.5362816795233676,0.9433602902843687,1.6809018677204386,2.1677773411821093,-328,0.0,-0.35790169810126193,0.5929213892389988,-0.4868754734616707,0.0
2010-08-11,Mexico,Spain,1,1,1845,2115,1.1291411551452397,1.5045904697721648,1.3498970466772133,0.3806804271330676,1.3454033066030868,1.7853570280776776,-270,0.0,-0.3754493146269251,0.9692166195441457,-0.4399537214745908,1.0
2010-08-11,Norway,France,2,1,1808,1802,1.2547721906225946,0.7917262746604014,0.7272345861732206,1.3178518964256476,1.4251996549793495,0.8663367640009038,6,0.0,0.46304591596219324,-0.590617310252427,0.5588628909784458,2.0
2010-08-11,Austria,Switzerland,0,1,1604,1753,0.8389178082265817,0.9599117876871641,2.373909536397154,1.4418271802926008,1.0752540344565702,1.2034540357685681,-149,0.0,-0.12099397946058243,0.9320823561045533,-0.12820000131199794,0.0
2010-08-11,Sweden,Scotland,3,0,1812,1657,1.482884700484786,0.417141667897834,1.220101498362046,1.418126724276779,1.689553999700149,0.4957344793938087,155,0.0,1.0657430325869521,-0.19802522591473304,1.1938195203063402,2.0
2010-08-11,Senegal,Cape Verde,1,0,1578,1399,0.9028342222657609,0.700521366016652,1.3661935900267095,1.9387284217673193,0.9216003656188694,0.711863298564799,179,0.0,0.20231285624910889,-0.5725348317406098,0.20973706705407036,2.0
2010-08-11,South Africa,Ghana,1,0,1606,1741,0.9755993578032087,1.0224954982516876,1.3594794710978635,1.578300977491378,1.1712990562498726,1.2230276891191778,-135,0.0,-0.046896140448478896,-0.2188215063935146,-0.05172863286930518,2.0
2010-08-11,Egypt,DR Congo,6,3,1777,1392,1.4957750998878827,0.8623055289417365,1.4422248390721417,1.8125895546249358,1.6595905836527154,0.9105853779497082,385,0.0,0.6334695709461462,-0.37036471555279404,0.7490052057030072,2.0
2010-09-03,Switzerland,Australia,0,0,1753,1775,0.967202501669448,1.0097786908941953,1.1796067175449922,1.5923893968369691,1.1790619358433438,1.1228956409062874,-22,-7.0,-0.04257618922474726,-0.4127826792919769,0.05616629493705649,1.0
2010-09-03,Belgium,Germany,0,1,1619,2067,0.9412404669983896,2.267606382900403,1.912607661158219,0.9364391655038107,1.0591743184602609,2.8085536651154634,-448,0.0,-1.3263659159020136,0.9761684956544083,-1.7493793466552026,0.0
2010-09-04,Japan,Paraguay,1,0,1785,1784,0.5935777487576294,0.43842711413323954,1.2664449878954147,0.8454371450740639,0.6758563226579245,0.5108506491503402,1,0.0,0.15515063462438983,0.42100784282135084,0.16500567350758433,2.0
2010-09-04,Mexico,Ecuador,1,2,1845,1727,1.1056609451113966,0.5986608853193427,1.286279401806664,1.2011225573515665,1.3571481599516997,0.7330130483232532,118,-6.0,0.5070000597920539,0.08515684445509741,0.6241351116284465,0.0
2010-09-05,DR Congo,Senegal,2,4,1392,1578,1.2516103682501099,0.9205010116876414,2.5751770864848678,1.117790756978426,1.3919891138882878,0.9236124527430554,-186,0.0,0.3311093565624684,1.4573863295064418,0.46837666114523246,0.0
2010-09-07,Norway,Portugal,1,0,1808,1898,1.3902730232066371,0.5708908192226213,0.7768300792675233,0.5739048309215773,1.6029273138783375,0.6616871762476699,-90,-3.0,0.8193822039840158,0.20292524834594605,0.9412401376306676,2.0
2010-09-07,Bosnia and Herzegovina,France,0,2,1628,1802,1.205481158054268,0.8295942296585196,2.0402948644973145,1.4418788405161032,1.429512909779463,0.9279725119142112,-174,1.0,0.37588692839574833,0.5984160239812113,0.5015403978652518,0.0
2010-09-07,Turkey,Belgium,3,2,1777,1619,1.0930224754779183,0.7700983230331182,1.4806173520963994,1.746671710457093,1.2667669445705132,0.8665887146216255,158,26.0,0.3229241524448001,-0.2660543583606936,0.40017822994888774,2.0
2010-09-07,Switzerland,England,1,3,1753,1924,0.7913090472972076,1.495004800946992,0.9650858700579799,1.4794843574187346,0.9646401612342618,1.8629015214124884,-171,-26.0,-0.7036957536497844,-0.5143984873607548,-0.8982613601782267,0.0
2010-09-07,Argentina,Spain,4,1,1993,2115,2.1621972601126784,1.4128466884409654,1.2970891425232025,0.4932840589315252,2.458340029846738,1.684382957426465,-122,3.0,0.749350571671713,0.8038050835916772,0.7739570724202731,2.0
2010-09-07,Mexico,Colombia,1,0,1845,1763,1.086449864177074,1.197760877443057,1.4160467833299852,1.0411466587418379,1.319727282375028,1.3891749725539924,82,-27.0,-0.11131101326598314,0.37490012458814737,-0.06944769017896446,2.0
2010-09-07,South Korea,Iran,0,1,1740,1693,1.3730101719461556,1.1406848711909663,1.2561987844303382,1.221292519396828,1.619955846916844,1.19894512334216,47,0.0,0.2323253007551893,0.03490626503351013,0.42101072357468405,0.0
2010-09-16,Jordan,Iraq,4,1,1471,1589,0.8156577415148821,0.26368040335582676,1.2432859609769724,0.7278707151124292,0.8702327596526954,0.2926866180957618,-118,0.0,0.5519773381590554,0.5154152458645432,0.5775461415569336,2.0
2010-10-01,Iran,Iraq,2,1,1693,1589,1.1151057870973256,0.39755734011981353,0.999239189908533,1.32280618518953,1.1918641872288938,0.4177745036785778,104,9.0,0.717548446977512,-0.3235669952809971,0.7740896835503159,2.0
2010-10-07,Brazil,Iran,3,0,2095,1693,1.829493907246867,1.275995729439543,0.7718402372840847,0.999377519089541,2.2019996428295183,1.360373818442594,402,24.0,0.553498177807324,-0.2275372818054563,0.8416258243869243,2.0
2010-10-08,Japan,Argentina,1,0,1785,1993,0.6674727048239081,2.4963432160266197,1.0361822587883867,1.24307293427326,0.769215780780398,3.03682366633602,-208,0.0,-1.8288705112027115,-0.2068906754848734,-2.267607885555622,2.0
2010-10-08,Colombia,Ecuador,1,0,1763,1727,0.9799861300457815,0.8534498759024131,1.0336654466046753,1.164554810947964,1.1365976556321136,1.0470107506339639,36,0.0,0.12653625414336844,-0.13088936434328868,0.0895869049981497,2.0
2010-10-08,Czechia,Scotland,1,0,1740,1657,1.814049578492748,0.3412774570669067,1.4576723420983746,1.7058169190781007,2.1310515384008104,0.40557684721475024,83,0.0,1.4727721214258414,-0.24814457697972614,1.7254746911860601,2.0
2010-10-08,Germany,Turkey,3,0,2067,1777,2.0371324583798716,1.4397465787619492,0.7661774719214801,1.5750508105614085,2.4941499183351534,1.625173902554414,290,0.0,0.5973858796179223,-0.8088733386399284,0.8689760157807394,2.0
2010-10-09,Saudi Arabia,Uzbekistan,4,0,1659,1507,1.2680210412850295,0.6514896669369514,1.0348039755928606,1.007247588138387,1.4467456055662502,0.6876910276582374,152,0.0,0.616531374348078,0.02755638745447353,0.7590545779080128,2.0
2010-10-09,Australia,Paraguay,1,0,1775,1784,0.8261820797053158,0.3587130887251283,1.3028632862260605,0.8735394839749648,0.9187322571389023,0.4179687075153509,-9,0.0,0.46746899098018746,0.4293238022510957,0.5007635496235514,2.0
2010-10-12,South Korea,Japan,0,0,1740,1785,1.1233719584713564,0.7279322139046026,1.2096171871877264,0.8477854817620197,1.3254184197402044,0.8709341251272334,-45,26.0,0.3954397445667538,0.36183170542570664,0.4544842946129709,1.0
2010-10-12,Qatar,Iraq,1,2,1520,1589,1.339553661684163,0.5070928019456868,1.4549791449419527,1.4459328197901442,1.480401482832009,0.5470281348818872,-69,19.0,0.8324608597384762,0.009046325151808476,0.9333733479501217,0.0
2010-10-12,United States,Colombia,0,0,1767,1763,1.1730288758955953,0.9836250160717718,1.6205941032340367,0.8457262445511576,1.3752833397709001,1.1392768701864764,4,26.0,0.18940385982382357,0.7748678586828791,0.23600646958442373,1.0
2010-10-12,New Zealand,Paraguay,0,2,1570,1784,0.5032058157080469,0.2934925240215045,1.6493751837213253,0.8965323061693748,0.5319170243846635,0.3419743934258429,-214,27.0,0.2097132916865424,0.7528428775519505,0.18994263095882058,0.0
2010-10-12,Scotland,Spain,2,3,1657,2115,0.2792134418071658,1.337783614311959,1.5774585082626493,1.1308691141194662,0.33181947732905337,1.6197072338472605,-458,-26.0,-1.0585701725047931,0.4465893941431831,-1.2878877565182072,0.0
2010-10-12,Belgium,Austria,4,4,1619,1604,0.9937248425060714,0.6863750702636164,1.9745577670390106,2.1240877775308253,1.1398248236803323,0.8797376289001521,15,0.0,0.30734977224245497,-0.1495300104918147,0.2600871947801803,1.0
2010-10-12,Netherlands,Sweden,4,1,2104,1812,1.6874092538334788,1.7587245753856322,0.9058309673006043,0.9982642755866474,2.0812970209050214,1.9849085990829876,292,0.0,-0.07131532155215337,-0.09243330828604313,0.09638842182203389,2.0
2010-10-12,Croatia,Norway,2,1,1912,1808,1.4422007037732139,1.3193122062180007,1.5228076753975954,0.635584095537349,1.640497689388768,1.5415447861466287,104,0.0,0.12288849755521314,0.8872235798602465,0.09895290324213923,2.0
2010-11-17,Netherlands,Turkey,1,0,2104,1777,2.107880907671885,1.1779739070808048,0.9229526344114467,1.8341330419982622,2.581425559755023,1.3296870990476688,327,0.0,0.9299070005910801,-0.9111804075868155,1.2517384607073543,2.0
2010-11-17,Sweden,Germany,0,0,1812,2067,1.6207743540768043,2.2121993069502675,1.5440355882964936,0.6268724588672083,1.879046200476369,2.6868499583032084,-255,0.0,-0.5914249528734632,0.9171631294292852,-0.8078037578268393,1.0
2010-11-17,England,France,1,2,1924,1802,1.7686407761479983,1.0423953015080611,1.3923052289946298,1.1797190233703976,2.161647228257596,1.1539169277857486,122,0.0,0.7262454746399372,0.21258620562423225,1.0077303004718472,0.0
2010-11-17,Portugal,Spain,4,0,1898,2115,0.4670908176039765,1.6400049066756301,0.6513779269161196,1.2888929802211535,0.5413784803413842,1.9277605979206431,-217,0.0,-1.1729140890716536,-0.6375150533050339,-1.386382117579259,2.0
2010-11-17,South Africa,United States,0,1,1606,1767,0.9800358460572915,0.9597508947225395,1.1123009478217172,1.3259406247552363,1.1693658910848619,1.125231819067004,-161,0.0,0.020284951334752055,-0.21363967693351915,0.044134072017857795,0.0
2010-11-17,Ghana,Saudi Arabia,0,0,1741,1659,0.8365835682291353,1.7647455631897517,1.4731532765546194,0.846657391080642,1.000654643424653,1.914368628568118,82,0.0,-0.9281619949606165,0.6264958854739774,-0.913713985143465,1.0
2010-11-17,Egypt,Australia,3,0,1777,1775,2.3147260523390916,0.8577854063273704,1.725457022197578,1.0659785397702315,2.3702113197547714,0.9679325592754918,2,0.0,1.4569406460117211,0.6594784824273465,1.4022787604792795,2.0
2010-11-17,Argentina,Brazil,1,0,1993,2095,2.0424626277301985,2.0423131970630144,1.198877854967423,0.6315056485388301,2.4846739044843673,2.417272435269592,-102,0.0,0.0001494306671840917,0.567372206428593,0.0674014692147753,2.0
2010-11-18,Qatar,Haiti,0,1,1520,1433,1.2778165229833334,0.6002941410140176,1.554074021306035,2.7627338015790857,1.4038435019250577,0.6782816019737069,87,0.0,0.6775223819693158,-1.2086597802730508,0.7255618999513508,0.0
2010-11-28,Qatar,Saudi Arabia,1,1,1520,1659,1.0454859095310922,1.4438821654400897,1.453333144229694,0.6927194110689653,1.1485988591091147,1.5663009889490234,-139,-1.0,-0.3983962559089975,0.7606137331607287,-0.4177021298399086,1.0
2010-12-16,Qatar,Egypt,2,1,1520,1777,1.0372157343600723,2.4393214363704434,1.370908838499452,1.41173725940181,1.1408536028187646,2.584718560534532,-257,-11.0,-1.402105702010371,-0.04082842090235794,-1.4438649577157676,2.0
2010-12-28,Qatar,Iran,0,0,1520,1693,1.2122675887698482,1.0439964050903736,1.3034708024684523,1.3631272191397534,1.3642137704140074,1.1130330166989977,-173,-18.0,0.16827118367947458,-0.05965641667130117,0.2511807537150097,1.0
2010-12-28,Saudi Arabia,Iraq,0,1,1659,1589,1.3631762002703542,0.7785313517451109,0.7485886899867528,1.364853863194879,1.4657612695623172,0.8160541921066432,70,0.0,0.5846448485252433,-0.6162651732081262,0.649707077455674,0.0
2011-01-02,Jordan,Uzbekistan,2,2,1566,1620,1.394660129843829,0.5329506118799187,1.1990497762272896,1.5517812329921337,1.4824657156768122,0.5625651066699981,-54,0.0,0.8617095179639104,-0.3527314567648441,0.919900609006814,1.0
2011-01-07,Qatar,Uzbekistan,0,2,1501,1620,0.9918551250291648,0.7998460061796816,1.0664759230807612,1.6333241759372326,1.1161747062738498,0.8400823808877651,-119,5.0,0.19200911884948324,-0.5668482528564713,0.27609232538608475,0.0
2011-01-09,Japan,Jordan,1,1,1802,1566,0.5955809007329743,1.504726756639597,0.6936426650879528,1.3446834833532286,0.712582464155572,1.6056591758972647,236,23.0,-0.9091458559066227,-0.6510408182652758,-0.8930767117416927,1.0
2011-01-11,Iran,Iraq,2,1,1744,1586,0.8541788094046044,0.8187984851980589,1.115285818451656,1.1166979590246984,0.9106633053488965,0.8687717511497067,158,0.0,0.03538032420654558,-0.0014121405730422865,0.04189155419918977,2.0
2011-01-13,Jordan,Saudi Arabia,1,0,1566,1527,1.4129549589536712,1.1153256882893834,1.2820115079054126,0.7942998914383566,1.5321427456013688,1.199258904694996,39,-12.0,0.2976292706642878,0.4877116164670561,0.3328838409063728,2.0
2011-01-14,Australia,South Korea,1,1,1817,1767,0.701824147234135,0.9191225112130265,1.417619427835953,0.9896867892334601,0.7919445096439619,1.0844332522037756,50,0.0,-0.21729836397889146,0.427932638602493,-0.2924887425598137,1.0
2011-01-17,Japan,Saudi Arabia,5,0,1802,1527,0.6691116467600048,0.9125390028670294,0.7493439992429503,0.8316999474437115,0.7728401985238259,0.9812116196734016,275,4.0,-0.2434273561070246,-0.0823559482007612,-0.20837142114957574,2.0
2011-01-21,Qatar,Japan,2,3,1501,1802,0.8115177125053169,1.456545898987334,1.2362076836091738,0.6130996346743097,0.9132337188508397,1.5577783504108584,-301,10.0,-0.6450281864820172,0.623108048934864,-0.6445446315600187,0.0
2011-01-21,Uzbekistan,Jordan,2,1,1620,1566,1.0181623305767353,1.337870032442248,1.336211195040175,1.0489116558010187,1.0513219725950693,1.4386594989836883,54,6.0,-0.31970770186551256,0.2872995392391562,-0.38733752638861896,2.0
2011-01-22,South Korea,Iran,1,0,1767,1744,0.9338275091898182,1.0625099955699828,0.9915619184657197,1.0943247544538783,1.107505994251689,1.129573071086512,23,-3.0,-0.12868248638016466,-0.10276283598815861,-0.022067076834823007,2.0
2011-01-22,Australia,Iraq,1,0,1817,1586,0.7560380171784682,0.8517442864536959,1.341688512783944,1.2772986776361253,0.8621365186591669,0.9222073059641761,231,-3.0,-0.09570626927522774,0.06438983514781871,-0.060070787305009254,2.0
2011-01-25,Japan,South Korea,2,2,1802,1767,1.7371739191563516,0.9458588711656977,0.8652633390809894,0.8112779331344163,1.820364106568765,1.117535207426711,35,1.0,0.7913150479906539,0.053985405946573084,0.7028288991420539,1.0
2011-01-25,Australia,Uzbekistan,6,0,1817,1620,0.8003947938990547,1.1967495547135376,1.0977448577035978,1.275057476950288,0.8976268906627654,1.2398841524782398,197,-1.0,-0.39635476081448295,-0.17731261924669028,-0.34225726181547445,2.0
2011-01-28,South Korea,Uzbekistan,3,2,1767,1620,1.1375208947255628,0.9790876420020486,1.0274092181718069,2.1344185880267186,1.351195472908193,1.0143770235170124,147,0.0,0.15843325272351427,-1.1070093698549117,0.33681844939118055,2.0
2011-01-29,Japan,Australia,1,0,1802,1817,1.7849604795609533,1.7457784753842502,1.071579096696309,0.8981546900328714,1.9177524513409545,1.9126048038583419,-15,0.0,0.039182004176703034,0.1734244066634376,0.0051476474826126495,2.0
2011-02-09,Turkey,South Korea,0,0,1744,1767,0.9637964538715056,1.476153459516714,1.682472220396839,1.2042439058791794,1.087925380280026,1.6946144780325425,-23,18.0,-0.5123570056452085,0.47822831451765957,-0.6066890977525166,1.0
