date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2016-06-05,Czechia,South Korea,1,2,1697,1790,-93,0.0
2016-06-05,Mexico,Uruguay,3,1,1911,1914,-3,2.0
2016-06-05,Belgium,Norway,3,2,1904,1576,328,2.0
2016-06-07,Japan,Bosnia and Herzegovina,1,2,1754,1755,-1,0.0
2016-06-07,Canada,Uzbekistan,2,1,1516,1668,-152,2.0
2016-06-07,Colombia,Paraguay,2,1,1929,1701,228,2.0
2016-06-08,Brazil,Haiti,7,1,2087,1475,612,2.0
2016-06-10,Argentina,Panama,5,0,2045,1688,357,2.0
2016-06-11,United States,Paraguay,1,0,1735,1701,34,2.0
2016-06-12,Ecuador,Haiti,4,0,1849,1475,374,2.0
2016-06-12,Croatia,Turkey,1,0,1886,1784,102,2.0
2016-06-13,Spain,Czechia,1,0,1978,1697,281,2.0
2016-06-16,United States,Ecuador,2,1,1735,1849,-114,2.0
2016-06-17,Spain,Turkey,3,0,1978,1784,194,2.0
2016-06-17,Croatia,Czechia,2,2,1886,1697,189,1.0
2016-06-18,Austria,Portugal,0,0,1686,1929,-243,1.0
2016-06-19,France,Switzerland,0,0,2008,1856,152,1.0
2016-06-21,United States,Argentina,0,4,1735,2045,-310,0.0
2016-06-21,Croatia,Spain,2,1,1886,1978,-92,2.0
2016-06-21,Turkey,Czechia,2,0,1784,1697,87,2.0
2016-06-22,Belgium,Sweden,1,0,1904,1766,138,2.0
2016-06-25,United States,Colombia,0,1,1735,1929,-194,0.0
2016-06-25,Portugal,Croatia,1,0,1929,1886,43,2.0
2016-07-07,France,Germany,2,0,2008,2037,-29,2.0
2016-07-10,France,Portugal,0,1,2008,1929,79,0.0
2016-07-24,Uzbekistan,Iraq,2,1,1668,1475,193,2.0
2016-08-08,Qatar,Iraq,2,1,1558,1475,83,2.0
2016-08-18,Qatar,Jordan,3,2,1558,1505,53,2.0
2016-09-01,Australia,Iraq,2,0,1712,1475,237,2.0
2016-09-01,Iran,Qatar,2,0,1775,1558,217,2.0
2016-09-01,Argentina,Uruguay,1,0,2045,1914,131,2.0
2016-09-01,Ecuador,Brazil,0,3,1849,2087,-238,0.0
2016-09-01,Belgium,Spain,0,2,1904,1978,-74,0.0
2016-09-04,Norway,Germany,0,3,1576,2037,-461,0.0
2016-09-05,Croatia,Turkey,1,1,1886,1784,102,1.0
2016-09-06,Iraq,Saudi Arabia,1,2,1475,1580,-105,0.0
2016-09-06,Qatar,Uzbekistan,0,1,1558,1668,-110,0.0
2016-09-06,South Africa,Egypt,1,0,1611,1656,-45,2.0
2016-09-06,Uruguay,Paraguay,4,0,1914,1701,213,2.0
2016-09-06,Brazil,Colombia,2,1,2087,1929,158,2.0
2016-09-06,Switzerland,Portugal,2,0,1856,1929,-73,2.0
2016-09-06,Sweden,Netherlands,1,1,1766,1888,-122,1.0
2016-10-06,Japan,Iraq,2,1,1754,1475,279,2.0
2016-10-06,Saudi Arabia,Australia,2,2,1580,1712,-132,1.0
2016-10-06,Uzbekistan,Iran,0,1,1668,1775,-107,0.0
2016-10-06,South Korea,Qatar,3,2,1790,1558,232,2.0
2016-10-06,Paraguay,Colombia,0,1,1701,1929,-228,0.0
2016-10-07,Belgium,Bosnia and Herzegovina,4,0,1904,1755,149,2.0
2016-10-08,Senegal,Cape Verde,2,0,1668,1428,240,2.0
2016-10-08,Mexico,New Zealand,2,1,1911,1547,364,2.0
2016-10-08,Germany,Czechia,3,0,2037,1697,340,2.0
2016-10-10,Morocco,Jordan,2,1,1600,1505,95,2.0
2016-10-10,Netherlands,France,0,1,1888,2008,-120,0.0
2016-10-11,Australia,Japan,1,1,1712,1754,-42,1.0
2016-10-11,Iran,South Korea,1,0,1775,1790,-15,2.0
2016-10-11,South Africa,Ghana,1,1,1611,1590,21,1.0
2016-10-11,Morocco,Canada,4,0,1600,1516,84,2.0
2016-10-11,United States,New Zealand,1,1,1735,1547,188,1.0
2016-10-11,Mexico,Panama,1,0,1911,1688,223,2.0
2016-10-11,Colombia,Uruguay,2,2,1929,1914,15,1.0
2016-10-11,Argentina,Paraguay,0,1,2045,1701,344,0.0
2016-11-06,Jordan,Iraq,0,0,1505,1475,30,1.0
2016-11-09,Netherlands,Belgium,1,1,1888,1904,-16,1.0
2016-11-10,Uzbekistan,Jordan,1,0,1668,1505,163,2.0
2016-11-10,Uruguay,Ecuador,2,1,1914,1849,65,2.0
2016-11-10,Brazil,Argentina,3,0,2087,2045,42,2.0
2016-11-11,South Korea,Canada,2,0,1790,1516,274,2.0
2016-11-11,United States,Mexico,1,2,1735,1911,-176,0.0
2016-11-11,England,Scotland,3,0,1927,1669,258,2.0
2016-11-11,France,Sweden,2,1,2008,1766,242,2.0
2016-11-11,Czechia,Norway,2,1,1697,1576,121,2.0
2016-11-12,South Africa,Senegal,2,1,1611,1668,-57,2.0
2016-11-12,Morocco,Ivory Coast,0,0,1600,1717,-117,1.0
2016-11-13,Egypt,Ghana,2,0,1656,1590,66,2.0
2016-11-15,Japan,Saudi Arabia,2,1,1754,1580,174,2.0
2016-11-15,South Korea,Uzbekistan,2,1,1790,1668,122,2.0
2016-11-15,France,Ivory Coast,0,0,2008,1717,291,1.0
2016-11-15,Panama,Mexico,0,0,1688,1911,-223,1.0
2016-11-15,Argentina,Colombia,3,0,2045,1929,116,2.0
2016-11-15,England,Spain,2,2,1927,1978,-51,1.0
2017-01-08,Egypt,Tunisia,1,0,1650,1618,32,2.0
2017-01-08,Ivory Coast,Sweden,2,1,1601,1823,-222,2.0
2017-01-15,Senegal,Tunisia,2,0,1746,1618,128,2.0
2017-01-16,DR Congo,Morocco,1,0,1601,1688,-87,2.0
2017-01-19,Tunisia,Algeria,2,1,1618,1535,83,2.0
2017-01-20,DR Congo,Ivory Coast,2,2,1601,1601,0,1.0
2017-01-23,Algeria,Senegal,2,2,1535,1746,-211,1.0
2017-01-24,Morocco,Ivory Coast,1,0,1688,1601,87,2.0
2017-01-25,Egypt,Ghana,1,0,1650,1613,37,2.0
2017-01-25,Brazil,Colombia,1,0,2113,1926,187,2.0
2017-01-29,Egypt,Morocco,1,0,1650,1688,-38,2.0
2017-01-29,Ghana,DR Congo,2,1,1613,1601,12,2.0
2017-03-18,Iran,Iraq,0,1,1800,1573,227,0.0
2017-03-22,Scotland,Canada,1,1,1719,1523,196,1.0
2017-03-22,Germany,England,1,0,2108,1932,176,2.0
2017-03-23,Iraq,Australia,1,1,1573,1729,-156,1.0
2017-03-23,Qatar,Iran,0,1,1455,1800,-345,0.0
2017-03-23,Uruguay,Brazil,1,4,1866,2113,-247,0.0
2017-03-23,Paraguay,Ecuador,2,1,1752,1746,6,2.0
2017-03-27,Ivory Coast,Senegal,1,1,1601,1746,-145,1.0
2017-03-28,Saudi Arabia,Iraq,1,0,1570,1573,-3,2.0
2017-03-28,Uzbekistan,Qatar,1,0,1611,1455,156,2.0
2017-03-28,Morocco,Tunisia,1,0,1688,1618,70,2.0
2017-03-28,Panama,United States,1,1,1670,1751,-81,1.0
2017-03-28,Brazil,Paraguay,3,0,2113,1752,361,2.0
2017-03-28,Ecuador,Colombia,0,2,1746,1926,-180,0.0
2017-03-28,France,Spain,0,2,1988,2030,-42,0.0
2017-03-28,Portugal,Sweden,2,3,1993,1823,170,0.0
2017-05-27,Croatia,Mexico,2,1,1856,1847,9,2.0
2017-05-31,Morocco,Netherlands,1,2,1688,1895,-207,0.0
2017-06-01,Iraq,Jordan,1,0,1573,1482,91,2.0
2017-06-02,France,Paraguay,5,0,1988,1752,236,2.0
2017-06-04,Netherlands,Ivory Coast,5,0,1895,1601,294,2.0
2017-06-05,Belgium,Czechia,2,1,1926,1712,214,2.0
2017-06-07,Iraq,South Korea,0,0,1573,1760,-187,1.0
2017-06-07,Spain,Colombia,2,2,2030,1926,104,1.0
2017-06-08,Australia,Saudi Arabia,3,2,1729,1570,159,2.0
2017-06-09,Argentina,Brazil,1,0,1984,2113,-129,2.0
2017-06-09,Sweden,France,2,1,1823,1988,-165,2.0
2017-06-10,Scotland,England,2,2,1719,1932,-213,1.0
2017-06-10,Norway,Czechia,1,1,1581,1712,-131,1.0
2017-06-11,Tunisia,Egypt,1,0,1618,1650,-32,2.0
2017-06-11,Mexico,United States,1,1,1847,1751,96,1.0
2017-06-12,Iran,Uzbekistan,2,0,1800,1611,189,2.0
2017-06-13,Iraq,Japan,1,1,1573,1706,-133,1.0
2017-06-13,Australia,Brazil,0,4,1729,2113,-384,0.0
2017-06-13,Qatar,South Korea,3,2,1455,1760,-305,2.0
2017-06-13,Canada,Curaçao,2,1,1523,1266,257,2.0
2017-06-13,France,England,3,2,1988,1932,56,2.0
2017-06-13,Norway,Sweden,1,1,1581,1823,-242,1.0
2017-06-18,Mexico,Portugal,2,2,1847,1993,-146,1.0
2017-06-19,Germany,Australia,3,2,2108,1729,379,2.0
2017-06-21,Mexico,New Zealand,2,1,1847,1524,323,2.0
2017-06-24,Portugal,New Zealand,4,0,1993,1524,469,2.0
2017-06-28,Mexico,Ghana,1,0,1847,1613,234,2.0
2017-06-29,Germany,Mexico,4,1,2108,1847,261,2.0
2017-07-01,United States,Ghana,2,1,1751,1613,138,2.0
2017-07-01,Mexico,Paraguay,2,1,1847,1752,95,2.0
2017-07-02,Portugal,Mexico,2,1,1993,1847,146,2.0
2017-07-08,United States,Panama,1,1,1751,1670,81,1.0
2017-07-16,Mexico,Curaçao,2,0,1847,1266,581,2.0
2017-08-31,Japan,Australia,2,0,1706,1729,-23,2.0
2017-08-31,South Korea,Iran,0,0,1760,1800,-40,1.0
2017-08-31,Uruguay,Argentina,0,0,1866,1984,-118,1.0
2017-08-31,Brazil,Ecuador,2,0,2113,1746,367,2.0
2017-08-31,France,Netherlands,4,0,1988,1895,93,2.0
2017-09-01,Cape Verde,South Africa,2,1,1424,1541,-117,2.0
2017-09-01,Tunisia,DR Congo,2,1,1618,1601,17,2.0
2017-09-01,Mexico,Panama,1,0,1847,1670,177,2.0
2017-09-01,Czechia,Germany,1,2,1712,2108,-396,0.0
2017-09-04,Germany,Norway,6,0,2108,1581,527,2.0
2017-09-05,Saudi Arabia,Japan,1,0,1570,1706,-136,2.0
2017-09-05,Uzbekistan,South Korea,0,0,1611,1760,-149,1.0
2017-09-05,South Africa,Cape Verde,1,2,1541,1424,117,0.0
2017-09-05,DR Congo,Tunisia,2,2,1601,1618,-17,1.0
2017-09-05,Paraguay,Uruguay,1,2,1752,1866,-114,0.0
2017-09-05,Colombia,Brazil,1,1,1926,2113,-187,1.0
2017-09-05,Turkey,Croatia,1,0,1711,1856,-145,2.0
2017-10-05,Colombia,Paraguay,1,2,1926,1752,174,0.0
2017-10-06,Japan,New Zealand,2,1,1706,1524,182,2.0
2017-10-06,United States,Panama,4,0,1751,1670,81,2.0
2017-10-07,Cape Verde,Senegal,0,2,1424,1746,-322,0.0
2017-10-07,Bosnia and Herzegovina,Belgium,3,4,1723,1926,-203,0.0
2017-10-10,Japan,Haiti,3,3,1706,1493,213,1.0
2017-10-10,Morocco,South Korea,3,1,1688,1760,-72,2.0
2017-10-10,Saudi Arabia,Ghana,0,3,1570,1613,-43,0.0
2017-10-10,Qatar,Curaçao,1,2,1455,1266,189,0.0
2017-10-10,Ecuador,Argentina,1,3,1746,1984,-238,0.0
2017-10-10,Portugal,Switzerland,2,0,1993,1865,128,2.0
2017-10-10,Netherlands,Sweden,2,0,1895,1823,72,2.0
2017-11-09,Iran,Panama,2,1,1800,1670,130,2.0
2017-11-09,Scotland,Netherlands,0,1,1719,1895,-176,0.0
2017-11-10,Brazil,Japan,3,1,2113,1706,407,2.0
2017-11-10,South Korea,Colombia,2,1,1760,1926,-166,2.0
2017-11-10,Portugal,Saudi Arabia,3,0,1993,1570,423,2.0
2017-11-10,South Africa,Senegal,0,2,1541,1746,-205,0.0
2017-11-10,Belgium,Mexico,3,3,1926,1847,79,1.0
2017-11-10,England,Germany,0,0,1932,2108,-176,1.0
2017-11-11,Qatar,Czechia,0,1,1455,1712,-257,0.0
2017-11-11,Ivory Coast,Morocco,0,2,1601,1688,-87,0.0
2017-11-12,Ghana,Egypt,1,1,1613,1650,-37,1.0
2017-11-14,Belgium,Japan,1,0,1926,1706,220,2.0
2017-11-14,Senegal,South Africa,2,1,1746,1541,205,2.0
2017-11-14,Portugal,United States,1,1,1993,1751,242,1.0
2017-11-14,Austria,Uruguay,2,1,1711,1866,-155,2.0
2017-11-14,England,Brazil,0,0,1932,2113,-181,1.0
2017-11-14,Germany,France,2,2,2108,1988,120,1.0
2017-12-16,Japan,South Korea,1,4,1706,1760,-54,0.0
2017-12-26,Iraq,Qatar,2,1,1573,1455,118,2.0
2018-01-28,United States,Bosnia and Herzegovina,0,0,1742,1795,-53,1.0
2018-01-31,Mexico,Bosnia and Herzegovina,1,0,1779,1795,-16,2.0
2018-02-28,Iraq,Saudi Arabia,4,1,1582,1583,-1,2.0
2018-03-21,Iraq,Qatar,2,3,1582,1522,60,0.0
2018-03-23,Norway,Australia,4,1,1678,1736,-58,2.0
2018-03-23,Tunisia,Iran,1,0,1646,1823,-177,2.0
2018-03-23,Senegal,Uzbekistan,1,1,1755,1591,164,1.0
2018-03-23,Portugal,Egypt,2,1,1958,1613,345,2.0
2018-03-23,Uruguay,Czechia,2,0,1921,1728,193,2.0
2018-03-23,France,Colombia,2,3,2092,1960,132,0.0
2018-03-23,Netherlands,England,0,1,1985,1959,26,0.0
2018-03-23,Germany,Spain,1,1,1937,2010,-73,1.0
2018-03-24,Canada,New Zealand,1,0,1546,1502,44,2.0
2018-03-26,Netherlands,Portugal,3,0,1985,1958,27,2.0
2018-03-27,Australia,Colombia,0,0,1736,1960,-224,1.0
2018-03-27,Iran,Algeria,2,1,1823,1541,282,2.0
2018-03-27,Belgium,Saudi Arabia,4,0,2034,1583,451,2.0
2018-03-27,Morocco,Uzbekistan,2,0,1728,1591,137,2.0
2018-03-27,Bosnia and Herzegovina,Senegal,0,0,1795,1755,40,1.0
2018-03-27,United States,Paraguay,1,0,1742,1723,19,2.0
2018-03-27,Croatia,Mexico,1,0,1924,1779,145,2.0
2018-03-27,Switzerland,Panama,6,0,1921,1566,355,2.0
2018-03-27,Spain,Argentina,6,1,2010,1921,89,2.0
2018-03-27,Germany,Brazil,0,1,1937,2136,-199,0.0
2018-05-09,Saudi Arabia,Algeria,2,0,1583,1541,42,2.0
2018-05-19,Iran,Uzbekistan,1,0,1823,1591,232,2.0
2018-05-28,Turkey,Iran,2,1,1690,1823,-133,2.0
2018-05-28,Portugal,Tunisia,2,2,1958,1646,312,1.0
2018-05-29,Argentina,Haiti,4,0,1921,1512,409,2.0
2018-05-30,Japan,Ghana,0,2,1730,1622,108,0.0
2018-06-01,Australia,Czechia,4,0,1736,1728,8,2.0
2018-06-01,South Korea,Bosnia and Herzegovina,1,3,1778,1795,-17,0.0
2018-06-01,Colombia,Egypt,0,0,1960,1613,347,1.0
2018-06-01,Tunisia,Turkey,2,2,1646,1690,-44,1.0
2018-06-01,Algeria,Cape Verde,2,3,1541,1399,142,0.0
2018-06-02,Mexico,Scotland,1,0,1779,1720,59,2.0
2018-06-02,Austria,Germany,2,1,1765,1937,-172,2.0
2018-06-02,Belgium,Portugal,0,0,2034,1958,76,1.0
2018-06-03,Brazil,Croatia,2,0,2136,1924,212,2.0
2018-06-03,Spain,Switzerland,1,1,2010,1921,89,1.0
2018-06-06,Belgium,Egypt,3,0,2034,1613,421,2.0
2018-06-06,Norway,Panama,1,0,1678,1566,112,2.0
2018-06-07,Uruguay,Uzbekistan,3,0,1921,1591,330,2.0
2018-06-07,Portugal,Algeria,3,0,1958,1541,417,2.0
2018-06-08,Switzerland,Japan,2,0,1921,1730,191,2.0
2018-06-08,Germany,Saudi Arabia,2,1,1937,1583,354,2.0
2018-06-08,Croatia,Senegal,2,1,1924,1755,169,2.0
2018-06-09,Spain,Tunisia,1,0,2010,1646,364,2.0
2018-06-09,France,United States,1,1,2092,1742,350,1.0
2018-06-10,Austria,Brazil,0,3,1765,2136,-371,0.0
2018-06-11,Senegal,South Korea,2,0,1755,1778,-23,2.0
2018-06-12,Japan,Paraguay,4,2,1730,1723,7,2.0
2018-06-15,Iran,Morocco,1,0,1823,1728,95,2.0
2018-06-15,Uruguay,Egypt,1,0,1921,1613,308,2.0
2018-06-15,Portugal,Spain,3,3,1958,2010,-52,1.0
2018-06-16,France,Australia,2,1,2092,1736,356,2.0
2018-06-17,Mexico,Germany,1,0,1779,1937,-158,2.0
2018-06-17,Brazil,Switzerland,1,1,2136,1921,215,1.0
2018-06-18,Sweden,South Korea,1,0,1850,1778,72,2.0
2018-06-18,England,Tunisia,2,1,1959,1646,313,2.0
2018-06-18,Belgium,Panama,3,0,2034,1566,468,2.0
2018-06-19,Japan,Colombia,2,1,1730,1960,-230,2.0
2018-06-20,Spain,Iran,1,0,2010,1823,187,2.0
2018-06-20,Uruguay,Saudi Arabia,1,0,1921,1583,338,2.0
2018-06-20,Portugal,Morocco,1,0,1958,1728,230,2.0
2018-06-21,Croatia,Argentina,3,0,1924,1921,3,2.0
2018-06-23,Mexico,South Korea,2,1,1779,1778,1,2.0
2018-06-23,Belgium,Tunisia,5,2,2034,1646,388,2.0
2018-06-23,Germany,Sweden,2,1,1937,1850,87,2.0
2018-06-24,Japan,Senegal,2,2,1730,1755,-25,1.0
2018-06-24,England,Panama,6,1,1959,1566,393,2.0
2018-06-25,Portugal,Iran,1,1,1958,1823,135,1.0
2018-06-25,Saudi Arabia,Egypt,2,1,1583,1613,-30,2.0
2018-06-25,Morocco,Spain,2,2,1728,2010,-282,1.0
2018-06-27,South Korea,Germany,2,0,1778,1937,-159,2.0
2018-06-27,Sweden,Mexico,3,0,1850,1779,71,2.0
2018-06-28,Tunisia,Panama,2,1,1646,1566,80,2.0
2018-06-28,Colombia,Senegal,1,0,1960,1755,205,2.0
2018-06-28,Belgium,England,1,0,2034,1959,75,2.0
2018-06-30,Uruguay,Portugal,2,1,1921,1958,-37,2.0
2018-06-30,France,Argentina,4,3,2092,1921,171,2.0
2018-07-02,Belgium,Japan,3,2,2034,1730,304,2.0
2018-07-02,Brazil,Mexico,2,0,2136,1779,357,2.0
2018-07-03,Colombia,England,1,1,1960,1959,1,1.0
2018-07-03,Sweden,Switzerland,1,0,1850,1921,-71,2.0
2018-07-06,France,Uruguay,2,0,2092,1921,171,2.0
2018-07-06,Belgium,Brazil,2,1,2034,2136,-102,2.0
2018-07-07,England,Sweden,2,0,1959,1850,109,2.0
2018-07-10,France,Belgium,1,0,2092,2034,58,2.0
2018-07-11,Croatia,England,2,1,1924,1959,-35,2.0
2018-07-14,Belgium,England,2,0,2034,1959,75,2.0
2018-07-15,France,Croatia,4,2,2092,1924,168,2.0
2018-09-06,Austria,Sweden,2,0,1765,1850,-85,2.0
2018-09-06,Germany,France,0,0,1937,2092,-155,1.0
2018-09-06,Portugal,Croatia,1,1,1958,1924,34,1.0
2018-09-07,United States,Brazil,0,2,1742,2136,-394,0.0
2018-09-07,Uruguay,Mexico,4,1,1921,1779,142,2.0
2018-09-07,Scotland,Belgium,0,4,1720,2034,-314,0.0
2018-09-08,England,Spain,1,2,1959,2010,-51,0.0
2018-09-09,France,Netherlands,2,1,2092,1985,107,2.0
2018-09-10,Sweden,Turkey,2,3,1850,1690,160,0.0
2018-09-11,Uzbekistan,Iran,0,1,1591,1823,-232,0.0
2018-09-11,United States,Mexico,1,0,1742,1779,-37,2.0
2018-09-11,Argentina,Colombia,0,0,1921,1960,-39,1.0
2018-09-11,England,Switzerland,1,0,1959,1921,38,2.0
2018-09-11,Bosnia and Herzegovina,Austria,1,0,1795,1765,30,2.0
2018-09-11,Spain,Croatia,6,0,2010,1924,86,2.0
2018-10-11,Argentina,Iraq,4,0,1921,1582,339,2.0
2018-10-11,United States,Colombia,2,4,1742,1960,-218,0.0
2018-10-11,Turkey,Bosnia and Herzegovina,0,0,1690,1795,-105,1.0
2018-10-12,Japan,Panama,3,0,1730,1566,164,2.0
2018-10-12,South Korea,Uruguay,2,1,1778,1921,-143,2.0
2018-10-12,Saudi Arabia,Brazil,0,2,1583,2136,-553,0.0
2018-10-12,Qatar,Ecuador,4,3,1522,1772,-250,2.0
2018-10-12,Croatia,England,0,0,1924,1959,-35,1.0
2018-10-12,Belgium,Switzerland,2,1,2034,1921,113,2.0
2018-10-13,Netherlands,Germany,3,0,1985,1937,48,2.0
2018-10-14,Scotland,Portugal,1,3,1720,1958,-238,0.0
2018-10-15,Saudi Arabia,Iraq,1,1,1583,1582,1,1.0
2018-10-15,Croatia,Jordan,2,1,1924,1448,476,2.0
2018-10-15,Spain,England,2,3,2010,1959,51,0.0
2018-10-16,Japan,Uruguay,4,3,1730,1921,-191,2.0
2018-10-16,South Korea,Panama,2,2,1778,1566,212,1.0
2018-10-16,Uzbekistan,Qatar,2,0,1591,1522,69,2.0
2018-10-16,Brazil,Argentina,1,0,2136,1921,215,2.0
2018-10-16,Belgium,Netherlands,1,1,2034,1985,49,1.0
2018-10-16,France,Germany,2,1,2092,1937,155,2.0
2018-11-14,Switzerland,Qatar,0,1,1921,1522,399,0.0
2018-11-15,England,United States,3,0,1959,1742,217,2.0
2018-11-15,Austria,Bosnia and Herzegovina,0,0,1765,1795,-30,1.0
2018-11-15,Croatia,Spain,3,2,1924,2010,-86,2.0
2018-11-16,Egypt,Tunisia,3,2,1613,1646,-33,2.0
2018-11-16,Argentina,Mexico,2,0,1921,1779,142,2.0
2018-11-16,Brazil,Uruguay,1,0,2136,1921,215,2.0
2018-11-16,Netherlands,France,2,0,1985,2092,-107,2.0
2018-11-17,Australia,South Korea,1,1,1736,1778,-42,1.0
2018-11-17,Turkey,Sweden,0,1,1690,1850,-160,0.0
2018-11-18,England,Croatia,2,1,1959,1924,35,2.0
2018-11-18,Switzerland,Belgium,5,2,1921,2034,-113,2.0
2018-11-18,Spain,Bosnia and Herzegovina,1,0,2010,1795,215,2.0
2018-11-19,Germany,Netherlands,2,2,1937,1985,-48,1.0
2018-11-20,South Korea,Uzbekistan,4,0,1778,1591,187,2.0
2018-11-20,Jordan,Saudi Arabia,1,1,1448,1583,-135,1.0
2018-11-20,South Africa,Paraguay,1,1,1548,1723,-175,1.0
2018-11-20,Tunisia,Morocco,0,1,1646,1728,-82,0.0
2018-11-20,Argentina,Mexico,2,0,1921,1779,142,2.0
2018-11-20,Panama,Ecuador,1,2,1566,1772,-206,0.0
2018-11-20,France,Uruguay,1,0,2092,1921,171,2.0
2018-12-23,Qatar,Jordan,2,0,1522,1448,74,2.0
2018-12-27,Qatar,Algeria,0,1,1522,1541,-19,0.0
2018-12-31,Qatar,Iran,1,2,1522,1823,-301,0.0
2018-12-31,Saudi Arabia,South Korea,0,0,1583,1778,-195,1.0
2019-01-06,Jordan,Australia,1,0,1478,1713,-235,2.0
2019-01-16,Iran,Iraq,0,0,1739,1623,116,1.0
2019-01-17,Japan,Uzbekistan,2,1,1744,1579,165,2.0
2019-01-17,Qatar,Saudi Arabia,2,0,1668,1554,114,2.0
2019-01-21,Japan,Saudi Arabia,1,0,1744,1554,190,2.0
2019-01-21,Australia,Uzbekistan,0,0,1713,1579,134,1.0
2019-01-22,Qatar,Iraq,1,0,1668,1623,45,2.0
2019-01-25,Qatar,South Korea,1,0,1668,1772,-104,2.0
2019-01-27,United States,Panama,3,0,1720,1504,216,2.0
2019-01-28,Japan,Iran,3,0,1744,1739,5,2.0
2019-02-01,Qatar,Japan,3,1,1668,1744,-76,2.0
2019-03-21,United States,Ecuador,1,0,1720,1726,-6,2.0
2019-03-22,Japan,Colombia,0,1,1744,1985,-241,0.0
2019-03-22,Uruguay,Uzbekistan,3,0,1965,1579,386,2.0
2019-03-22,England,Czechia,5,0,1955,1735,220,2.0
2019-03-23,Brazil,Panama,1,1,2081,1504,577,1.0
2019-03-23,Spain,Norway,2,1,2027,1722,305,2.0
2019-03-24,Netherlands,Germany,2,3,2017,1964,53,0.0
2019-03-26,South Korea,Colombia,2,1,1772,1985,-213,2.0
2019-03-26,Iraq,Jordan,3,2,1623,1478,145,2.0
2019-03-26,Algeria,Tunisia,1,0,1742,1619,123,2.0
2019-03-26,Morocco,Argentina,0,1,1659,1970,-311,0.0
2019-03-26,Mexico,Paraguay,4,2,1901,1738,163,2.0
2019-03-26,Czechia,Brazil,1,3,1735,2081,-346,0.0
2019-03-26,Norway,Sweden,3,3,1722,1859,-137,1.0
2019-06-02,Turkey,Uzbekistan,2,0,1778,1579,199,2.0
2019-06-03,Colombia,Panama,3,0,1985,1504,481,2.0
2019-06-05,Brazil,Qatar,2,0,2081,1668,413,2.0
2019-06-05,Portugal,Switzerland,3,1,1986,1897,89,2.0
2019-06-06,Netherlands,England,3,1,2017,1955,62,2.0
2019-06-07,South Korea,Australia,1,0,1772,1713,59,2.0
2019-06-07,Tunisia,Iraq,2,0,1619,1623,-4,2.0
2019-06-07,Uruguay,Panama,3,0,1965,1504,461,2.0
2019-06-08,Turkey,France,2,0,1778,2046,-268,2.0
2019-06-09,Mexico,Ecuador,3,2,1901,1726,175,2.0
2019-06-09,England,Switzerland,0,0,1955,1897,58,1.0
2019-06-09,Portugal,Netherlands,1,0,1986,2017,-31,2.0
2019-06-10,Spain,Sweden,3,0,2027,1859,168,2.0
2019-06-11,South Korea,Iran,1,1,1772,1739,33,1.0
2019-06-11,Croatia,Tunisia,1,2,1920,1619,301,0.0
2019-06-11,Belgium,Scotland,3,0,2083,1639,444,2.0
2019-06-15,Ghana,South Africa,0,0,1630,1531,99,1.0
2019-06-15,Colombia,Argentina,2,0,1985,1970,15,2.0
2019-06-16,Paraguay,Qatar,2,2,1738,1668,70,1.0
2019-06-16,Uruguay,Ecuador,4,0,1965,1726,239,2.0
2019-06-19,Colombia,Qatar,1,0,1985,1668,317,2.0
2019-06-19,Mexico,Canada,3,1,1901,1603,298,2.0
2019-06-19,Argentina,Paraguay,1,1,1970,1738,232,1.0
2019-06-20,Japan,Uruguay,2,2,1744,1965,-221,1.0
2019-06-23,Argentina,Qatar,2,0,1970,1668,302,2.0
2019-06-23,Colombia,Paraguay,1,0,1985,1738,247,2.0
2019-06-24,Ecuador,Japan,1,1,1726,1744,-18,1.0
2019-06-24,Ivory Coast,South Africa,1,0,1615,1531,84,2.0
2019-06-26,Egypt,DR Congo,2,0,1581,1502,79,2.0
2019-06-26,United States,Panama,1,0,1720,1504,216,2.0
2019-06-27,Algeria,Senegal,1,0,1742,1763,-21,2.0
2019-06-27,Brazil,Paraguay,0,0,2081,1738,343,1.0
2019-06-28,Morocco,Ivory Coast,1,0,1659,1615,44,2.0
2019-06-29,Haiti,Canada,3,2,1557,1603,-46,2.0
2019-06-30,United States,Curaçao,1,0,1720,1412,308,2.0
2019-07-01,Morocco,South Africa,1,0,1659,1531,128,2.0
2019-07-02,Mexico,Haiti,1,0,1901,1557,344,2.0
2019-07-02,Brazil,Argentina,2,0,2081,1970,111,2.0
2019-07-06,Egypt,South Africa,0,1,1581,1531,50,0.0
2019-07-07,United States,Mexico,0,1,1720,1901,-181,0.0
2019-07-08,Ghana,Tunisia,1,1,1630,1619,11,1.0
2019-07-11,Algeria,Ivory Coast,1,1,1742,1615,127,1.0
2019-07-14,Senegal,Tunisia,1,0,1763,1619,144,2.0
2019-07-19,Algeria,Senegal,1,0,1742,1763,-21,2.0
2019-08-10,Jordan,Saudi Arabia,3,0,1478,1554,-76,2.0
2019-09-05,Japan,Paraguay,2,0,1744,1738,6,2.0
2019-09-06,United States,Mexico,0,3,1720,1901,-181,0.0
2019-09-06,Brazil,Colombia,2,2,2081,1985,96,1.0
2019-09-06,Germany,Netherlands,2,4,1964,2017,-53,0.0
2019-09-07,Curaçao,Haiti,1,0,1412,1557,-145,2.0
